
香港HK,#genre#
PLAYY Well,http://url.cdnhs.store:49784/hstw.php?id=playywell


PLAYY Action Movie,http://url.cdnhs.store:49784/hstw.php?id=playyactionmovie


PLAYY Premium Movie,http://url.cdnhs.store:49784/hstw.php?id=playypremiummovie


INDIE Film,http://url.cdnhs.store:49784/hstw.php?id=indiefilm


KTSF26美国旧金山,http://url.cdnhs.store:49784/hstw.php?id=Ktsf26


KTSF26美国旧金山,http://url.cdnhs.store:49784/hstw.php?id=KTSF26


WOW TV,http://url.cdnhs.store:49784/hstw.php?id=WOWTV


新时代1,http://url.cdnhs.store:49784/hstw.php?id=fairchildtv


新时代1,http://url.cdnhs.store:49784/hstw.php?id=FairchildTV


新时代2,http://url.cdnhs.store:49784/hstw.php?id=fairchild2tv


新时代2,http://url.cdnhs.store:49784/hstw.php?id=Fairchild2TV


新时代温哥华,http://url.cdnhs.store:49784/hstw.php?id=fairchildtv2


新时代温哥华,http://url.cdnhs.store:49784/hstw.php?id=FairchildTV2


城市电视,http://url.cdnhs.store:49784/hstw.php?id=talentvision


城市电视,http://url.cdnhs.store:49784/hstw.php?id=Talentvision


中旺电视,http://url.cdnhs.store:49784/hstw.php?id=ZWTV


东森超视美洲,http://url.cdnhs.store:49784/hstw.php?id=ettvsupertvus


东森超视美洲,http://url.cdnhs.store:49784/hstw.php?id=ETTVSuperUS


东森美洲,http://url.cdnhs.store:49784/hstw.php?id=ettvnewsus


东森美洲,http://url.cdnhs.store:49784/hstw.php?id=ETTVnewsUS


东森美洲卫视,http://url.cdnhs.store:49784/hstw.php?id=ettvdramaus


东森美洲卫视,http://url.cdnhs.store:49784/hstw.php?id=ETTVAsiaUS


东森中国台,http://url.cdnhs.store:49784/hstw.php?id=ettvchinatvus


东森中国台,http://url.cdnhs.store:49784/hstw.php?id=ETTVCN


VOA美国之音,http://url.cdnhs.store:49784/hstw.php?id=voa


中天娱乐,http://url.cdnhs.store:49784/hstw.php?id=ctient


中天娱乐,http://url.cdnhs.store:49784/hstw.php?id=CTIYLT


中天娱乐,http://url.cdnhs.store:49784/hstw.php?id=32


ELTA娱乐,http://url.cdnhs.store:49784/hstw.php?id=eltaentertaiment


ELTA娱乐,http://url.cdnhs.store:49784/hstw.php?id=ELTAYLT


八大娱乐台,http://url.cdnhs.store:49784/hstw.php?id=badavariety


八大娱乐台,http://url.cdnhs.store:49784/hstw.php?id=BadaAntertain


MTV音乐频道,http://url.cdnhs.store:49784/hstw.php?id=mtvlivehd


古典音樂台,http://url.cdnhs.store:49784/hstw.php?id=classica


猪哥亮歌厅秀,http://url.cdnhs.store:49784/hstw.php?id=ZhuGeliangCabaret


Channel [V],http://url.cdnhs.store:49784/hstw.php?id=Channelv


MezzoLive,http://url.cdnhs.store:49784/hstw.php?id=mezzolive


电影原聲台,http://url.cdnhs.store:49784/hstw.php?id=cmusic


红豆电视,http://url.cdnhs.store:49784/hstw.php?id=hongdoutv


信吉,http://url.cdnhs.store:49784/hstw.php?id=SJTV


信大,http://url.cdnhs.store:49784/hstw.php?id=sindatv


大立,http://url.cdnhs.store:49784/hstw.php?id=dalitv


韩国,#genre#


KBS World,http://url.cdnhs.store:49784/hstw.php?id=KBSWorldFHD


KBS World,http://url.cdnhs.store:49784/hstw.php?id=KBSWorld


KBS World,http://url.cdnhs.store:49784/hstw.php?id=kbsworld


ONE,http://url.cdnhs.store:49784/hstw.php?id=OneFHDCN


ONE,http://url.cdnhs.store:49784/hstw.php?id=OneFHDMY


ONE,http://url.cdnhs.store:49784/hstw.php?id=OneFHDKOR


ONE,http://url.cdnhs.store:49784/hstw.php?id=OneHDCN


ONE,http://url.cdnhs.store:49784/hstw.php?id=OneHDMY


ONE,http://url.cdnhs.store:49784/hstw.php?id=OneHDKOR


ONE,http://url.cdnhs.store:49784/hstw.php?id=ONEMalay


tvN,http://url.cdnhs.store:49784/hstw.php?id=tVNFHD


tvN,http://url.cdnhs.store:49784/hstw.php?id=HubtvN


tvN,http://url.cdnhs.store:49784/hstw.php?id=tVNHD


tvN,http://url.cdnhs.store:49784/hstw.php?id=HubtvN


K-Plus,http://url.cdnhs.store:49784/hstw.php?id=KPlusFHD


K-Plus,http://url.cdnhs.store:49784/hstw.php?id=KPlusHD


SK Stoa,http://url.cdnhs.store:49784/hstw.php?id=skstoa


SBS Biz,http://url.cdnhs.store:49784/hstw.php?id=sbsbiz


KBS 1,http://url.cdnhs.store:49784/hstw.php?id=kbs1_hd


KBS 1,http://url.cdnhs.store:49784/hstw.php?id=kbs1hd


KBS 2,http://url.cdnhs.store:49784/hstw.php?id=kbs2_hd


KBS 2,http://url.cdnhs.store:49784/hstw.php?id=kbs2hd


KBS Story,http://url.cdnhs.store:49784/hstw.php?id=kbsstory


KBS Life,http://url.cdnhs.store:49784/hstw.php?id=kbslife


KBS Joy,http://url.cdnhs.store:49784/hstw.php?id=kbsjoy


KBS Kids,http://url.cdnhs.store:49784/hstw.php?id=kbskids


KBS News,http://url.cdnhs.store:49784/hstw.php?id=kbsnews


KBS Drama,http://url.cdnhs.store:49784/hstw.php?id=kbsdramahd


KBS Drama,http://url.cdnhs.store:49784/hstw.php?id=kbsdrama


K-Star,http://url.cdnhs.store:49784/hstw.php?id=kstar


KoreaTV,http://url.cdnhs.store:49784/hstw.php?id=koreatv


MBC,http://url.cdnhs.store:49784/hstw.php?id=mbchd


MBC,http://url.cdnhs.store:49784/hstw.php?id=mbc_hd


MBCEvery1,http://url.cdnhs.store:49784/hstw.php?id=mbcevery1


MBC M,http://url.cdnhs.store:49784/hstw.php?id=mbcm


MBCON,http://url.cdnhs.store:49784/hstw.php?id=mbcon


MBCDrama,http://url.cdnhs.store:49784/hstw.php?id=mbcdrama


MBCEntShow24,http://url.cdnhs.store:49784/hstw.php?id=mbcentshow24


MBN,http://url.cdnhs.store:49784/hstw.php?id=mbn


MBN,http://url.cdnhs.store:49784/hstw.php?id=mbn_backup


JTBC,http://url.cdnhs.store:49784/hstw.php?id=jtbc


JTBC Drama,http://url.cdnhs.store:49784/hstw.php?id=jtbcdrama


ArirangKorea,http://url.cdnhs.store:49784/hstw.php?id=arirang


Channel A,http://url.cdnhs.store:49784/hstw.php?id=channela


Channel A Plus,http://url.cdnhs.store:49784/hstw.php?id=channelaplus


TV Chosun,http://url.cdnhs.store:49784/hstw.php?id=tvchosun


TV Chosun2,http://url.cdnhs.store:49784/hstw.php?id=tvchosun2


tVN,http://url.cdnhs.store:49784/hstw.php?id=tvnkr


tVN Story,http://url.cdnhs.store:49784/hstw.php?id=tvnstory


tVN Show,http://url.cdnhs.store:49784/hstw.php?id=tvnshow


YTN,http://url.cdnhs.store:49784/hstw.php?id=ytn


YonhapNewsTV,http://url.cdnhs.store:49784/hstw.php?id=yonhapnewstv


YonhapNewsTV,http://url.cdnhs.store:49784/hstw.php?id=Yonhapnewstv


M NET,http://url.cdnhs.store:49784/hstw.php?id=MNet


OCN,http://url.cdnhs.store:49784/hstw.php?id=ocn


Catch ON,http://url.cdnhs.store:49784/hstw.php?id=catchon


FTV,http://url.cdnhs.store:49784/hstw.php?id=ftvkr


BadukTV,http://url.cdnhs.store:49784/hstw.php?id=baduktv


TVAnimalFarm,http://url.cdnhs.store:49784/hstw.php?id=animalfarm


Inet,http://url.cdnhs.store:49784/hstw.php?id=InetTV


EBS 1,http://url.cdnhs.store:49784/hstw.php?id=Ebs1


EBS 1,http://url.cdnhs.store:49784/hstw.php?id=ebs1


EBS 2,http://url.cdnhs.store:49784/hstw.php?id=Ebs2


EBS 2,http://url.cdnhs.store:49784/hstw.php?id=ebs2


EBS Kids,http://url.cdnhs.store:49784/hstw.php?id=Ebskids


EBS Kids,http://url.cdnhs.store:49784/hstw.php?id=ebskids


EBS+1,http://url.cdnhs.store:49784/hstw.php?id=ebsplus1


EBS+2,http://url.cdnhs.store:49784/hstw.php?id=ebsplus2


EBSe,http://url.cdnhs.store:49784/hstw.php?id=ebse


KoreanCentralTelevision,http://url.cdnhs.store:49784/hstw.php?id=beichaoxianSD


KoreanCentralTelevision,http://url.cdnhs.store:49784/hstw.php?id=beichaoxianB


ChannelChina,http://url.cdnhs.store:49784/hstw.php?id=channelchina


Screen,http://url.cdnhs.store:49784/hstw.php?id=screen


BrainTV,http://url.cdnhs.store:49784/hstw.php?id=Braintv


CTS,http://url.cdnhs.store:49784/hstw.php?id=cts


GTV Luxury,http://url.cdnhs.store:49784/hstw.php?id=gtvkr


新加坡,#genre#


Ch 5,http://url.cdnhs.store:49784/hstw.php?id=Channel5HD


Ch 8,http://url.cdnhs.store:49784/hstw.php?id=Channel8HD


Ch U,http://url.cdnhs.store:49784/hstw.php?id=ChannelUHD


Suria,http://url.cdnhs.store:49784/hstw.php?id=SuriaHD


Vasantham,http://url.cdnhs.store:49784/hstw.php?id=VasanthamHD


TVB Jade [SG],http://url.cdnhs.store:49784/hstw.php?id=tvbjadesg


TVB Xing He [SG],http://url.cdnhs.store:49784/hstw.php?id=tvbxinghesg


佳乐,http://url.cdnhs.store:49784/hstw.php?id=JiaLe


e-Le,http://url.cdnhs.store:49784/hstw.php?id=ELe


如意台,http://url.cdnhs.store:49784/hstw.php?id=HubRuyi


剧乐酷,http://url.cdnhs.store:49784/hstw.php?id=JuLeCool


娱家台,http://url.cdnhs.store:49784/hstw.php?id=HubVVDramaHD


娱家台,http://url.cdnhs.store:49784/hstw.php?id=HubVVDrama


都会台,http://url.cdnhs.store:49784/hstw.php?id=HubECityHD


都会台,http://url.cdnhs.store:49784/hstw.php?id=HubECity


Astro Sensasi,http://url.cdnhs.store:49784/hstw.php?id=Sensasi


Astro Warna,http://url.cdnhs.store:49784/hstw.php?id=AstroWarnaHub


Enjoy TV5,http://url.cdnhs.store:49784/hstw.php?id=EnjoyTV5HD


Enjoy TV5,http://url.cdnhs.store:49784/hstw.php?id=EnjoyTV5


Drama Sangat,http://url.cdnhs.store:49784/hstw.php?id=DramaSangatHD


Drama Sangat,http://url.cdnhs.store:49784/hstw.php?id=DramaSangat


TV1,http://url.cdnhs.store:49784/hstw.php?id=TV1FHD


TV1,http://url.cdnhs.store:49784/hstw.php?id=TV1


TV2,http://url.cdnhs.store:49784/hstw.php?id=TV2FHD


TV2,http://url.cdnhs.store:49784/hstw.php?id=TV2


TV3,http://url.cdnhs.store:49784/hstw.php?id=TV3FHD


TV3,http://url.cdnhs.store:49784/hstw.php?id=TV3


Astro Ria,http://url.cdnhs.store:49784/hstw.php?id=AstroRiaFHD


Astro Ria,http://url.cdnhs.store:49784/hstw.php?id=AstroRiaHD


Astro Ria,http://url.cdnhs.store:49784/hstw.php?id=AstroRiaKT


Astro Prima,http://url.cdnhs.store:49784/hstw.php?id=AstroPrimaFHD


Astro Prima,http://url.cdnhs.store:49784/hstw.php?id=AstroPrimaHD


Astro Prima,http://url.cdnhs.store:49784/hstw.php?id=AstroPrimaKT


Astro Oasis,http://url.cdnhs.store:49784/hstw.php?id=AstroOasisFHD


Astro Oasis,http://url.cdnhs.store:49784/hstw.php?id=AstroOasisHD


Astro Citra,http://url.cdnhs.store:49784/hstw.php?id=AstroCitraFHD


Astro Citra,http://url.cdnhs.store:49784/hstw.php?id=AstroCitraHD


Astro Citra,http://url.cdnhs.store:49784/hstw.php?id=AstroCitraKT


Astro Rania,http://url.cdnhs.store:49784/hstw.php?id=AstroRaniaFHD


Astro Rania,http://url.cdnhs.store:49784/hstw.php?id=AstroRaniaHD


Astro Aura,http://url.cdnhs.store:49784/hstw.php?id=AstroAuraFHD


Astro Aura,http://url.cdnhs.store:49784/hstw.php?id=AstroAuraHD


TV Sarawak,http://url.cdnhs.store:49784/hstw.php?id=TVSFHD


TV Sarawak,http://url.cdnhs.store:49784/hstw.php?id=TVS


TV Okey,http://url.cdnhs.store:49784/hstw.php?id=TVOkeyFHD


TV Okey,http://url.cdnhs.store:49784/hstw.php?id=TVOkey


DidikTV7,http://url.cdnhs.store:49784/hstw.php?id=DidikTV7FHD


DidikTV7,http://url.cdnhs.store:49784/hstw.php?id=DidikTV7


8TV 八度空间,http://url.cdnhs.store:49784/hstw.php?id=8TVFHD


8TV 八度空间,http://url.cdnhs.store:49784/hstw.php?id=8TVHD


9TV,http://url.cdnhs.store:49784/hstw.php?id=9TVFHD


9TV,http://url.cdnhs.store:49784/hstw.php?id=9TV


iQIYI爱奇艺,http://url.cdnhs.store:49784/hstw.php?id=AstroiQIYIFHD


iQIYI爱奇艺,http://url.cdnhs.store:49784/hstw.php?id=AstroiQIYIHD


TVB Classic,http://url.cdnhs.store:49784/hstw.php?id=TVBClassicFHDMY


TVB Classic,http://url.cdnhs.store:49784/hstw.php?id=TVBClassicMY


Astro AEC,http://url.cdnhs.store:49784/hstw.php?id=AstroAECFHD


Astro AEC,http://url.cdnhs.store:49784/hstw.php?id=AstroAECHD


Astro QJ,http://url.cdnhs.store:49784/hstw.php?id=AstroQJFHD


Astro QJ,http://url.cdnhs.store:49784/hstw.php?id=AstroQJHD


TVB Jade,http://url.cdnhs.store:49784/hstw.php?id=TVBjadeFHDMYHK


TVB Jade,http://url.cdnhs.store:49784/hstw.php?id=TVBjadeFHDMYCN


TVB Jade,http://url.cdnhs.store:49784/hstw.php?id=TVBjadeMYHK


TVB Jade,http://url.cdnhs.store:49784/hstw.php?id=TVBjadeMYCN


Astro AOD,http://url.cdnhs.store:49784/hstw.php?id=AstroAOD311FHDHK


Astro AOD,http://url.cdnhs.store:49784/hstw.php?id=AstroAOD311FHDCN


Astro AOD,http://url.cdnhs.store:49784/hstw.php?id=AstroAOD311HDHK


Astro AOD,http://url.cdnhs.store:49784/hstw.php?id=AstroAOD311HDCN


CTI Asia,http://url.cdnhs.store:49784/hstw.php?id=CTIAsiaFHDMY


CTI Asia,http://url.cdnhs.store:49784/hstw.php?id=CTIAsiaHDMY


TVB Entertainment News,http://url.cdnhs.store:49784/hstw.php?id=TVBENEWSFHD


TVB Entertainment News,http://url.cdnhs.store:49784/hstw.php?id=TVBENEWS


TVB Xing He,http://url.cdnhs.store:49784/hstw.php?id=TVBXingHeFHDHK


TVB Xing He,http://url.cdnhs.store:49784/hstw.php?id=TVBXingHeFHDCN


TVB Xing He,http://url.cdnhs.store:49784/hstw.php?id=TVBXingHeHK


TVB Xing He,http://url.cdnhs.store:49784/hstw.php?id=TVBXingHeCN


TVBS Asia,http://url.cdnhs.store:49784/hstw.php?id=TVBSAsiaFHD


TVBS Asia,http://url.cdnhs.store:49784/hstw.php?id=TVBSAsia


Phoenix Chinese Channel,http://url.cdnhs.store:49784/hstw.php?id=PhoenixChineseFHDMY


Phoenix Chinese Channel,http://url.cdnhs.store:49784/hstw.php?id=PhoenixChineseMY


Phoenix Info News,http://url.cdnhs.store:49784/hstw.php?id=PhoenixInfoFHDMY


Phoenix Info News,http://url.cdnhs.store:49784/hstw.php?id=PhoenixInfoMY


Phoenix Info News,http://url.cdnhs.store:49784/hstw.php?id=phoenixinfo


Astro 欢喜台,http://url.cdnhs.store:49784/hstw.php?id=AstroHuaHeeDaiFHD


Astro 欢喜台,http://url.cdnhs.store:49784/hstw.php?id=AstroHuaHeeDaiHD


CCTV-4,http://url.cdnhs.store:49784/hstw.php?id=CCTV4FHDMY


CCTV-4,http://url.cdnhs.store:49784/hstw.php?id=CCTV4MY


NHK World Premium,http://url.cdnhs.store:49784/hstw.php?id=NHKWorldPremiumFHD


NHK World Premium,http://url.cdnhs.store:49784/hstw.php?id=NHKWorldPremium


AXN,http://url.cdnhs.store:49784/hstw.php?id=AXNFHD


AXN,http://url.cdnhs.store:49784/hstw.php?id=AXNHD


HITS NOW,http://url.cdnhs.store:49784/hstw.php?id=HitsNowFHD


HITS NOW,http://url.cdnhs.store:49784/hstw.php?id=HitsNowHD


LifeTime,http://url.cdnhs.store:49784/hstw.php?id=LifeTimeFHD


LifeTime,http://url.cdnhs.store:49784/hstw.php?id=LifeTimeHD


Hits,http://url.cdnhs.store:49784/hstw.php?id=HitsFHD


Hits,http://url.cdnhs.store:49784/hstw.php?id=HitsHD


TLC,http://url.cdnhs.store:49784/hstw.php?id=TLCFHD


TLC,http://url.cdnhs.store:49784/hstw.php?id=TLCHD


Asian Food Network,http://url.cdnhs.store:49784/hstw.php?id=AsianFoodNetworkFHD


Asian Food Network,http://url.cdnhs.store:49784/hstw.php?id=afn


Asian Food Network,http://url.cdnhs.store:49784/hstw.php?id=AsianFoodNetworkHD


Crime Investigation,http://url.cdnhs.store:49784/hstw.php?id=CrimeInvestigationFHD


Crime Investigation,http://url.cdnhs.store:49784/hstw.php?id=CrimeInvestigationHD


BBC Lifestyle,http://url.cdnhs.store:49784/hstw.php?id=BBCLifestyleFHD


BBC Lifestyle,http://url.cdnhs.store:49784/hstw.php?id=BBCLifestyleHD


日本,#genre#


100％ヒッツ！スペースシャワーTV プラス,http://url.cdnhs.store:49784/hstw.php?id=100HitsSpaceShowerTVPlusHD


ABCテレビ,http://url.cdnhs.store:49784/hstw.php?id=ABCTV


ＡＸＮ 海外ドラマ,http://url.cdnhs.store:49784/hstw.php?id=AXNj


AXNミステリー,http://url.cdnhs.store:49784/hstw.php?id=AXNMystery


BS 11,http://url.cdnhs.store:49784/hstw.php?id=BS11HD


BS 12トゥエルビ,http://url.cdnhs.store:49784/hstw.php?id=BS12TwelveHD


BS10,http://url.cdnhs.store:49784/hstw.php?id=BS10HD


BS10スターチャンネル,http://url.cdnhs.store:49784/hstw.php?id=BS10StarChannelHD


BS-TBS,http://url.cdnhs.store:49784/hstw.php?id=BSTBSHD


BSアニマックス,http://url.cdnhs.store:49784/hstw.php?id=BSAnimaxHD


BSジャパン,http://url.cdnhs.store:49784/hstw.php?id=BSJapanHD


BSテレ東,http://url.cdnhs.store:49784/hstw.php?id=BSTVTokyo4K


BSフジ,http://url.cdnhs.store:49784/hstw.php?id=BSFujiHD


BS朝日,http://url.cdnhs.store:49784/hstw.php?id=BSAsahiHD


CNNJ,http://url.cdnhs.store:49784/hstw.php?id=CNNJ


DLife,http://url.cdnhs.store:49784/hstw.php?id=DlifeHD


FightingTV サムライ,http://url.cdnhs.store:49784/hstw.php?id=FightingTVSamuraiHD


GaoraSports,http://url.cdnhs.store:49784/hstw.php?id=GaoraSportsHD


GolfNetwork,http://url.cdnhs.store:49784/hstw.php?id=GolfNetworkHD


JSPORTS 1,http://url.cdnhs.store:49784/hstw.php?id=JSports1HD


JSPORTS 2,http://url.cdnhs.store:49784/hstw.php?id=JSports2HD


JSPORTS 3,http://url.cdnhs.store:49784/hstw.php?id=JSports3HD


JSPORTS 4,http://url.cdnhs.store:49784/hstw.php?id=JSports4HD


KBS京都,http://url.cdnhs.store:49784/hstw.php?id=KBSKyotoHD


MBS毎日放送,http://url.cdnhs.store:49784/hstw.php?id=MBSMainichiBroadcastingHD


MONDO TV,http://url.cdnhs.store:49784/hstw.php?id=MondoTVHD


MTV,http://url.cdnhs.store:49784/hstw.php?id=MTVHD


MUSIC ON! TV（エムオン!）,http://url.cdnhs.store:49784/hstw.php?id=MusicOnTVHD


MusicJapanTV,http://url.cdnhs.store:49784/hstw.php?id=MusicJapantvHD


NHK BSP4K,http://url.cdnhs.store:49784/hstw.php?id=NHKBSP4KHD


NHK World Japan,http://url.cdnhs.store:49784/hstw.php?id=NHKWorldJapan


NHK,http://url.cdnhs.store:49784/hstw.php?id=TVJAPAN


NHKBS,http://url.cdnhs.store:49784/hstw.php?id=NHKBSHD


NHKBS,http://url.cdnhs.store:49784/hstw.php?id=NHKBSsubHD


NHKEテレロゴ,http://url.cdnhs.store:49784/hstw.php?id=NHKEducationTV


NHKEテレロゴ,http://url.cdnhs.store:49784/hstw.php?id=NHKETeleTokyoHD


NHK総合ロゴ,http://url.cdnhs.store:49784/hstw.php?id=NHKGeneralTVTokyoHD


TAKARAZUKA SKY STAGE,http://url.cdnhs.store:49784/hstw.php?id=TakarazukaSkyStageHD


ＴＢＳチャンネル１,http://url.cdnhs.store:49784/hstw.php?id=TBSChannel1HD


ＴＢＳチャンネル２,http://url.cdnhs.store:49784/hstw.php?id=TBSChannel2HD


ＴＢＳテレビ,http://url.cdnhs.store:49784/hstw.php?id=TBSHD


ＴＢＳニュースバード,http://url.cdnhs.store:49784/hstw.php?id=TBSNewsBirdHD


TOKYOMX1,http://url.cdnhs.store:49784/hstw.php?id=TokyoMX1HD


TOKYOMX2,http://url.cdnhs.store:49784/hstw.php?id=TokyoMX2HD


WOWOWシネマ,http://url.cdnhs.store:49784/hstw.php?id=WOWOWCinemaHD


WOWOWプライム,http://url.cdnhs.store:49784/hstw.php?id=WOWOWPrimeHD


WOWOWプラス,http://url.cdnhs.store:49784/hstw.php?id=WOWOWPlusHD


WOWOWライブ,http://url.cdnhs.store:49784/hstw.php?id=WOWOWLiveHD


アニメシアターX（AT-X),http://url.cdnhs.store:49784/hstw.php?id=AnimeTheaterXATXHD


エンタメ～テレ☆シネドラバラエティ,http://url.cdnhs.store:49784/hstw.php?id=EntertainmentTVCinemaDramaVarietyHD


キッズステーション,http://url.cdnhs.store:49784/hstw.php?id=KidsStationHD


グリーンチャンネル,http://url.cdnhs.store:49784/hstw.php?id=GreenChannelHD


ザシネマ,http://url.cdnhs.store:49784/hstw.php?id=TheCinemaHD


サンテレビ,http://url.cdnhs.store:49784/hstw.php?id=suntv


スーパー！ドラマＴＶ,http://url.cdnhs.store:49784/hstw.php?id=SuperDramaTVHD


スカイA,http://url.cdnhs.store:49784/hstw.php?id=SkyAHD


スカチャン1,http://url.cdnhs.store:49784/hstw.php?id=Skachan1HD


スターチャンネル1,http://url.cdnhs.store:49784/hstw.php?id=StarChannelHD


スペースシャワーTV,http://url.cdnhs.store:49784/hstw.php?id=SpaceShowerTVHD


スポーツライブ＋,http://url.cdnhs.store:49784/hstw.php?id=SportsLivePlusHD


ダンスチャンネル by エンタメ～テレ,http://url.cdnhs.store:49784/hstw.php?id=DanceChannelbyEntertainmentTVHD


チャンネル銀河,http://url.cdnhs.store:49784/hstw.php?id=ChannelGalaxyHD


ディズニージュニア,http://url.cdnhs.store:49784/hstw.php?id=DisneyJuniorHD


ディズニーチャンネル,http://url.cdnhs.store:49784/hstw.php?id=DisneyChannelHD


テレビ大阪,http://url.cdnhs.store:49784/hstw.php?id=TVOsakaHD


テレビ朝日,http://url.cdnhs.store:49784/hstw.php?id=TVAsahiHD


テレビ東京,http://url.cdnhs.store:49784/hstw.php?id=TVTokyoHD


テレ朝チャンネル１,http://url.cdnhs.store:49784/hstw.php?id=TVAsahiChannel1HD


テレ朝チャンネル２,http://url.cdnhs.store:49784/hstw.php?id=TVAsahiChannel2HD


ナショナルジオグラフィック,http://url.cdnhs.store:49784/hstw.php?id=NationalGeographicHD


ヒストリーチャンネル,http://url.cdnhs.store:49784/hstw.php?id=HistoryChannelHD


ファミリー劇場,http://url.cdnhs.store:49784/hstw.php?id=FamilyTheaterHD


フジテレビ,http://url.cdnhs.store:49784/hstw.php?id=FUJITV


フジテレビ,http://url.cdnhs.store:49784/hstw.php?id=FujiTVHD


フジテレビＮＥＸＴ,http://url.cdnhs.store:49784/hstw.php?id=FujiTVNEXTHD


フジテレビＯＮＥ,http://url.cdnhs.store:49784/hstw.php?id=FujiTVONEHD


フジテレビＴＷＯ,http://url.cdnhs.store:49784/hstw.php?id=FujiTVTWOHD


ホームドラマチャンネル,http://url.cdnhs.store:49784/hstw.php?id=HomeDramaChannelHD


ミュージック・エア,http://url.cdnhs.store:49784/hstw.php?id=MusicAirHD


ムービープラス,http://url.cdnhs.store:49784/hstw.php?id=MoviePlusHD


よみうりテレビ,http://url.cdnhs.store:49784/hstw.php?id=YomiuriTVHD


女性チャンネル♪LaLa TV,http://url.cdnhs.store:49784/hstw.php?id=LaLaTVWomensChannelHD


旅チャンネル,http://url.cdnhs.store:49784/hstw.php?id=TravelChannelHD


日テレ News,http://url.cdnhs.store:49784/hstw.php?id=NTVNews24HD


日テレジータス,http://url.cdnhs.store:49784/hstw.php?id=NTVGPlusHD


日テレプラス,http://url.cdnhs.store:49784/hstw.php?id=NTVPlusHD


日本テレビ,http://url.cdnhs.store:49784/hstw.php?id=NTVHD


日本映画専門チャンネル,http://url.cdnhs.store:49784/hstw.php?id=BSJapaneseMovieChannelHD


映画・チャンネルNECO,http://url.cdnhs.store:49784/hstw.php?id=MovieChannelNecoHD


時代劇専門チャンネル,http://url.cdnhs.store:49784/hstw.php?id=JidaigekiSenmonChannelHD


東映チャンネル,http://url.cdnhs.store:49784/hstw.php?id=ToeiChannelHD


歌謡ポップスチャンネル,http://url.cdnhs.store:49784/hstw.php?id=PopsChannelHD


衛星劇場,http://url.cdnhs.store:49784/hstw.php?id=SatelliteTheaterHD


釣りビジョン,http://url.cdnhs.store:49784/hstw.php?id=BSFishingVisionHD


鉄道チャンネル,http://url.cdnhs.store:49784/hstw.php?id=RailwayChannelHD


関西テレビ,http://url.cdnhs.store:49784/hstw.php?id=KansaitvHD


泰国,#genre#


CH3,http://url.cdnhs.store:49784/hstw.php?id=ch3


CH5,http://url.cdnhs.store:49784/hstw.php?id=ch5


CH7,http://url.cdnhs.store:49784/hstw.php?id=ch7


CH8,http://url.cdnhs.store:49784/hstw.php?id=ch8


MONO29,http://url.cdnhs.store:49784/hstw.php?id=mono29


ONEHD,http://url.cdnhs.store:49784/hstw.php?id=chone


GMM25,http://url.cdnhs.store:49784/hstw.php?id=GMM25


Workpoint,http://url.cdnhs.store:49784/hstw.php?id=workpoint


Mcot,http://url.cdnhs.store:49784/hstw.php?id=mcot


AmarinTV,http://url.cdnhs.store:49784/hstw.php?id=thaiamarin


ThaiPBS,http://url.cdnhs.store:49784/hstw.php?id=thaipbs


ThairathTV,http://url.cdnhs.store:49784/hstw.php?id=thairathtv


JKT18,http://url.cdnhs.store:49784/hstw.php?id=jkt18


PPTV,http://url.cdnhs.store:49784/hstw.php?id=pptv


TPTV,http://url.cdnhs.store:49784/hstw.php?id=tptv


ALTV,http://url.cdnhs.store:49784/hstw.php?id=altvthai


EsanTV,http://url.cdnhs.store:49784/hstw.php?id=Esantv


PoliceTV,http://url.cdnhs.store:49784/hstw.php?id=policetv


Stou,http://url.cdnhs.store:49784/hstw.php?id=Stou


SuwannaBhumi,http://url.cdnhs.store:49784/hstw.php?id=Suwannabhumi


VTV1,http://url.cdnhs.store:49784/hstw.php?id=vtv1


VTV2,http://url.cdnhs.store:49784/hstw.php?id=vtv2


